cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
74013,62,InChI=1S/3O.U,O=[U](=O)=O,O=[U](=O)=O,JCMLRUNDSXARRW-UHFFFAOYSA-N,trioxouranium,Melting point - decomposes
115128,62,InChI=1S/O3Se/c1-4(2)3,O=[Se](=O)=O,O=[Se](=O)=O,VFLXBUJKRRJAKY-UHFFFAOYSA-N,,"244 °F (USCG, 1999)"
12367,62,"InChI=1S/C9H20O/c1-3-4-5-6-7-8-9(2)10/h9-10H,3-8H2,1-2H3",CCCCCCCC(C)O,CCCCCCCC(C)O,NGDNVOAEIVQRFH-UHFFFAOYSA-N,nonan-2-ol,-35.5 °C
6214,62,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,VHHHONWQHHHLTI-UHFFFAOYSA-N,"1,1,1,2,2,2-hexachloroethane","Sublimes (NTP, 1992)"
6431,62,"InChI=1S/C2F6/c3-1(4,5)2(6,7)8",C(C(F)(F)F)(F)(F)F,C(C(F)(F)F)(F)(F)F,WMIYKQLTONQJES-UHFFFAOYSA-N,"1,1,1,2,2,2-hexafluoroethane",-100.015 °C
9237,62,InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2,C1CN2CCN1CC2,C1CN2CCN1CC2,IMNIMPAHZVJRPE-UHFFFAOYSA-N,"1,4-diazabicyclo[2.2.2]octane",158 °C
10823,61,"InChI=1S/C7H9N/c1-2-7-4-3-5-8-6-7/h3-6H,2H2,1H3",CCC1=CN=CC=C1,CCC1=CN=CC=C1,MFEIKQPHQINPRI-UHFFFAOYSA-N,3-ethylpyridine,-76.9 °C
8948,61,"InChI=1S/CH5AsO3/c1-2(3,4)5/h1H3,(H2,3,4,5)",C[As](=O)(O)O,C[As](=O)(O)O,QYPPRTNMGCREIM-UHFFFAOYSA-N,methylarsonic acid,160.5 °C
13818,61,"InChI=1S/CH5O3P/c1-5(2,3)4/h1H3,(H2,2,3,4)",CP(=O)(O)O,CP(=O)(O)O,YACKEPLHDIMKIO-UHFFFAOYSA-N,methylphosphonic acid,108.5 °C
34295,61,"InChI=1S/C6H8S/c1-5-3-4-7-6(5)2/h3-4H,1-2H3",CC1=C(SC=C1)C,CC1=C(SC=C1)C,BZYUMXXOAYSFOW-UHFFFAOYSA-N,"2,3-dimethylthiophene",-49 °C
9632,61,"InChI=1S/C2HClF4/c3-2(6,7)1(4)5/h1H",C(C(F)(F)Cl)(F)F,C(C(F)(F)Cl)(F)F,JQZFYIGAYWLRCC-UHFFFAOYSA-N,"1-chloro-1,1,2,2-tetrafluoroethane",-117 °C
61105,61,"InChI=1S/C2HCl4F/c3-1(4)2(5,6)7/h1H",C(C(F)(Cl)Cl)(Cl)Cl,C(C(F)(Cl)Cl)(Cl)Cl,LUBCGHUOCJOIJA-UHFFFAOYSA-N,"1,1,2,2-tetrachloro-1-fluoroethane",-82.6 °C
6597,61,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",C(C(=O)O)(Cl)Cl,C(C(=O)O)(Cl)Cl,JXTHNDFMNIQAHM-UHFFFAOYSA-N,"2,2-dichloroacetic acid","49.5 °F (NTP, 1992)"
12433,61,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)",C(C(=O)O)(Br)Br,C(C(=O)O)(Br)Br,SIEILFNCEFEENQ-UHFFFAOYSA-N,"2,2-dibromoacetic acid",48 °C
6572,60,"InChI=1S/C3H5NO/c1-3(5)2-4/h3,5H,1H3",CC(C#N)O,CC(C#N)O,WOFDVDFSGLBFAC-UHFFFAOYSA-N,2-hydroxypropanenitrile,"-40 °F (EPA, 1998)"
10589,60,"InChI=1S/C2H2O4.Fe/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+2/p-2",C(=O)(C(=O)[O-])[O-].[Fe+2],C(=O)(C(=O)[O-])[O-].[Fe+2],OWZIYWAUNZMLRT-UHFFFAOYSA-L,iron(2+);oxalate,MP: DECOMP 190 °C /DIHYDRATE/
24489,60,"InChI=1S/2Na.H2O4S2/c;;1-5(2)6(3)4/h;;(H,1,2)(H,3,4)/q2*+1;/p-2",[O-]S(=O)S(=O)[O-].[Na+].[Na+],[O-]S(=O)S(=O)[O-].[Na+].[Na+],JVBXVOWTABLYPX-UHFFFAOYSA-L,,52 °C (decomposes)
25352,60,InChI=1S/N2O4/c3-1(4)2(5)6,[N+](=O)([N+](=O)[O-])[O-],[N+](=O)([N+](=O)[O-])[O-],WFPZPJSADLPSON-UHFFFAOYSA-N,,"11.8 °F (USCG, 1999)"
18676629,60,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",[H+].[H+].C(=O)(C(=O)[O-])[O-],[H+].[H+].C(=O)(C(=O)[O-])[O-],MUBZPKHOEPUJKR-UHFFFAOYSA-N,hydron;oxalate,189.5 °C
3562,60,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",C(C(F)(F)F)(Cl)Br,C(C(F)(F)F)(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N,"2-bromo-2-chloro-1,1,1-trifluoroethane","-180 °F (NIOSH, 2023)"
6510,60,"InChI=1S/C6H14O3/c1-2-6(3-7,4-8)5-9/h7-9H,2-5H2,1H3",CCC(CO)(CO)CO,CCC(CO)(CO)CO,ZJCCRDAZUWHFQH-UHFFFAOYSA-N,"2-ethyl-2-(hydroxymethyl)propane-1,3-diol",58 °C
7303,60,InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2,C1COC(=O)O1,C1COC(=O)O1,KMTRUDSVKNLOMY-UHFFFAOYSA-N,"1,3-dioxolan-2-one",36.4 °C
7668,60,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",CCCC1=CC=CC=C1,CCCC1=CC=CC=C1,ODLMAHJVESYWTB-UHFFFAOYSA-N,propylbenzene,"-146.2 °F (USCG, 1999)"
7944,60,"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",CC(CCl)OC(C)CCl,CC(CCl)OC(C)CCl,QCFYJCYNJLBDRT-UHFFFAOYSA-N,1-chloro-2-(1-chloropropan-2-yloxy)propane,"-143 °F (NTP, 1992)"
8086,60,"InChI=1S/C6H15NO2/c1-5(8)3-7-4-6(2)9/h5-9H,3-4H2,1-2H3",CC(CNCC(C)O)O,CC(CNCC(C)O)O,LVTYICIALWPMFW-UHFFFAOYSA-N,1-(2-hydroxypropylamino)propan-2-ol,"107.6 °F (NTP, 1992)"
10413,60,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",C(CC(=O)O)CO,C(CC(=O)O)CO,SJZRECIVHVDYJC-UHFFFAOYSA-N,4-hydroxybutanoic acid,48-50 °C
6599,60,"InChI=1S/C3H7NS2/c1-4(2)3(5)6/h1-2H3,(H,5,6)",CN(C)C(=S)S,CN(C)C(=S)S,MZGNSEAPZQGJRB-UHFFFAOYSA-N,dimethylcarbamodithioic acid,"482 °F (NTP, 1992)"
11737,60,"InChI=1S/C3H8N2O/c1-5(2)3(4)6/h1-2H3,(H2,4,6)",CN(C)C(=O)N,CN(C)C(=O)N,YBBLOADPFWKNGS-UHFFFAOYSA-N,"1,1-dimethylurea",182 °C
4068533,60,"InChI=1S/C3H4O2.Na/c1-2-3(4)5;/h2H,1H2,(H,4,5);/q;+1/p-1",C=CC(=O)[O-].[Na+],C=CC(=O)[O-].[Na+],NNMHYFLPFNGQFZ-UHFFFAOYSA-M,sodium;prop-2-enoate,>300 °C
454,60,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",CCCCCCCC=O,CCCCCCCC=O,NUJGJRNETVAIRJ-UHFFFAOYSA-N,octanal,-23 °C
7511,60,InChI=1S/C6H5.ClH.Hg/c1-2-4-6-5-3-1;;/h1-5H;1H;/q;;+1/p-1,C1=CC=C(C=C1)[Hg]Cl,C1=CC=C(C=C1)[Hg]Cl,AWGTVRDHKJQFAX-UHFFFAOYSA-M,chloro(phenyl)mercury,250-252 °C
7518,60,"InChI=1S/C6H7NO/c8-7-6-4-2-1-3-5-6/h1-5,7-8H",C1=CC=C(C=C1)NO,C1=CC=C(C=C1)NO,CKRZKMFTZCFYGB-UHFFFAOYSA-N,N-phenylhydroxylamine,"181 to 183 °F (NTP, 1992)"
7525,60,"InChI=1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",CCN1CCOCC1,CCN1CCOCC1,HVCNXQOWACZAFN-UHFFFAOYSA-N,4-ethylmorpholine,"-81 °F (NTP, 1992)"
8052,60,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3",CC(C)CCOC=O,CC(C)CCOC=O,XKYICAQFSCFURC-UHFFFAOYSA-N,3-methylbutyl formate,-93.5 °C
612,59,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)",CC(C(=O)O)O,CC(C(=O)O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,2-hydroxypropanoic acid,16.8°C
7749,59,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",CCC(=O)OCC,CCC(=O)OCC,FKRCODPIKNYEAC-UHFFFAOYSA-N,ethyl propanoate,"-99 °F (USCG, 1999)"
7991,59,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",CCCCC(=O)O,CCCCC(=O)O,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,pentanoic acid,"-30.1 °F (NTP, 1992)"
7997,59,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",CCCOC(=O)C,CCCOC(=O)C,YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl acetate,"-139 °F (USCG, 1999)"
12180,59,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",CCCC(=O)OC,CCCC(=O)OC,UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butanoate,"-139 °F (NTP, 1992)"
61503,59,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1",C[C@H](C(=O)O)O,CC(C(=O)O)O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,(2R)-2-hydroxypropanoic acid,52.8°C
107689,59,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1",C[C@@H](C(=O)O)O,CC(C(=O)O)O,JVTAAEKCZFNVCJ-REOHCLBHSA-N,(2S)-2-hydroxypropanoic acid,16.8 °C
14236,59,"InChI=1S/C4H9.3ClH.Sn/c1-3-4-2;;;;/h1,3-4H2,2H3;3*1H;/q;;;;+3/p-3",CCCC[Sn](Cl)(Cl)Cl,CCCC[Sn](Cl)(Cl)Cl,YMLFYGFCXGNERH-UHFFFAOYSA-K,butyl(trichloro)stannane,-63 °C
31246,59,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",CCCC(=O)CCC,CCCC(=O)CCC,HCFAJYNVAYBARA-UHFFFAOYSA-N,heptan-4-one,"-27 °F (NIOSH, 2023)"
179,59,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",CC(C(=O)C)O,CC(C(=O)C)O,ROWKJAVDOGWPAT-UHFFFAOYSA-N,3-hydroxybutan-2-one,15 °C
7292,59,"InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3",CCC(=NO)C,CCC(=NO)C,WHIVNJATOVLWBW-UHFFFAOYSA-N,N-butan-2-ylidenehydroxylamine,"-21.1 °F (NTP, 1992)"
31374,59,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,CC(=O)N(C)C,CC(=O)N(C)C,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylacetamide","-4 °F (NTP, 1992)"
447765,59,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3/t3-/m0/s1",C[C@@H](C(=O)C)O,CC(C(=O)C)O,ROWKJAVDOGWPAT-VKHMYHEASA-N,(3S)-3-hydroxybutan-2-one,15°C
5324275,59,"InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3/b5-4+",CC/C(=N/O)/C,CCC(=NO)C,WHIVNJATOVLWBW-SNAWJCMRSA-N,(NE)-N-butan-2-ylidenehydroxylamine,"-21.1 °F (NTP, 1992)"
5324276,59,"InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3/b5-4-",CC/C(=N\O)/C,CCC(=NO)C,WHIVNJATOVLWBW-PLNGDYQASA-N,(NZ)-N-butan-2-ylidenehydroxylamine,"-21.1 °F (NTP, 1992)"
7929,58,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",CC1=CC(=CC=C1)C,CC1=CC(=CC=C1)C,IVSZLXZYQVIEFR-UHFFFAOYSA-N,"1,3-xylene","-54.2 °F (NTP, 1992)"
8179,58,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",CCOCCOCCOCC,CCOCCOCCOCC,RRQYJINTUHWNHW-UHFFFAOYSA-N,1-ethoxy-2-(2-ethoxyethoxy)ethane,"-47.7 °F (NTP, 1992)"
8452,58,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,C1CCC(=O)C1,C1CCC(=O)C1,BGTOWKSIORTVQH-UHFFFAOYSA-N,cyclopentanone,"-60.3 °F (NTP, 1992)"
7612,58,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",C1C=CC=C1,C1C=CC=C1,ZSWFCLXCOIISFI-UHFFFAOYSA-N,"cyclopenta-1,3-diene","-121 °F (NIOSH, 2023)"
12492872,58,"InChI=1S/2C5H6.Ni/c2*1-2-4-5-3-1;/h2*1-4H,5H2;",C1C=CC=C1.C1C=CC=C1.[Ni],C1C=CC=C1.C1C=CC=C1.[Ni],LAXIOTUSRGRRNA-UHFFFAOYSA-N,"cyclopenta-1,3-diene;nickel","340 to 343 °F (NTP, 1992)"
131674917,58,"InChI=1S/2C5H6.2ClH.Ti/c2*1-2-4-5-3-1;;;/h2*1-4H,5H2;2*1H;/q;;;;+2/p-2",C1C=CC=C1.C1C=CC=C1.[Cl-].[Cl-].[Ti+2],C1C=CC=C1.C1C=CC=C1.[Cl-].[Cl-].[Ti+2],KSFCHHFBQJDGFF-UHFFFAOYSA-L,"cyclopenta-1,3-diene;titanium(2+);dichloride","552 °F (NTP, 1992)"
14865845,58,"InChI=1S/C5H12O4/c6-2-4(8)1-5(9)3-7/h4-9H,1-3H2",C(C(CO)O)C(CO)O,C(C(CO)O)C(CO)O,VHDMXHLHMMROPO-UHFFFAOYSA-N,"pentane-1,2,4,5-tetrol",102 °C
2365,58,InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,C1COC1=O,C1COC1=O,VEZXCJBBBCKRPI-UHFFFAOYSA-N,oxetan-2-one,"-27 °F (EPA, 1998)"
6579,58,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",C=CC(=O)N,C=CC(=O)N,HRPVXLWXLXDGHG-UHFFFAOYSA-N,prop-2-enamide,"184 °F (EPA, 1998)"
12307,58,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",CCCO[N+](=O)[O-],CCCO[N+](=O)[O-],JNTOKFNBDFMTIV-UHFFFAOYSA-N,propyl nitrate,"less than -150 °F (USCG, 1999)"
8061,58,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3",CCCCC#N,CCCCC#N,RFFFKMOABOFIDF-UHFFFAOYSA-N,pentanenitrile,"-141 °F (NTP, 1992)"
7516,58,"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2",C1=CC=C(C=C1)NN,C1=CC=C(C=C1)NN,HKOOXMFOFWEVGF-UHFFFAOYSA-N,phenylhydrazine,"68 °F (USCG, 1999)"
60962,58,"InChI=1S/C6H8N2.ClH/c7-8-6-4-2-1-3-5-6;/h1-5,8H,7H2;1H",C1=CC=C(C=C1)NN.Cl,C1=CC=C(C=C1)NN.Cl,JOVOSQBPPZZESK-UHFFFAOYSA-N,phenylhydrazine;hydrochloride,"469 to 475 °F (EPA, 1998)"
8087,57,"InChI=1S/C6H14O3/c1-5(7)3-9-4-6(2)8/h5-8H,3-4H2,1-2H3",CC(COCC(C)O)O,CC(COCC(C)O)O,AZUXKVXMJOIAOF-UHFFFAOYSA-N,1-(2-hydroxypropoxy)propan-2-ol,less than -40 °C
11509,57,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",CCCC(=O)CC,CCCC(=O)CC,PFCHFHIRKBAQGU-UHFFFAOYSA-N,hexan-3-one,-55.5 °C
11583,57,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",CCCCC(=O)C,CCCCC(=O)C,QQZOPKMRPOGIEB-UHFFFAOYSA-N,hexan-2-one,"-71 °F (NTP, 1992)"
17822,57,"InChI=1S/C2HClF4/c3-1(4)2(5,6)7/h1H",C(C(F)(F)F)(F)Cl,C(C(F)(F)F)(F)Cl,BOUGCJDAQLKBQH-UHFFFAOYSA-N,"2-chloro-1,1,1,2-tetrafluoroethane",-199 °C
6992099,57,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",C(CC(=O)[O-])C[NH3+],C(CC(=O)[O-])C[NH3+],BTCSSZJGUNDROE-UHFFFAOYSA-N,4-azaniumylbutanoate,203 °C
1102,57,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2",C(CCNCCCN)CN,C(CCNCCCN)CN,ATHGHQPFGPMSJY-UHFFFAOYSA-N,"N'-(3-aminopropyl)butane-1,4-diamine",< 25 °C
6590,57,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",CC(C)C(=O)O,CC(C)C(=O)O,KQNPFQTWMSNSAP-UHFFFAOYSA-N,2-methylpropanoic acid,"-51 °F (USCG, 1999)"
13556,57,"InChI=1S/C4H6Cl2/c1-4(6)2-3-5/h2H,3H2,1H3",CC(=CCCl)Cl,CC(=CCCl)Cl,WLIADPFXSACYLS-UHFFFAOYSA-N,"1,3-dichlorobut-2-ene",-75 °C
248488,57,"InChI=1S/C9H20S2/c10-8-6-4-2-1-3-5-7-9-11/h10-11H,1-9H2",C(CCCCS)CCCCS,C(CCCCS)CCCCS,GJRCLMJHPWCJEI-UHFFFAOYSA-N,"nonane-1,9-dithiol",-17.5 °C
637892,57,"InChI=1S/C4H6Cl2/c1-4(6)2-3-5/h2H,3H2,1H3/b4-2-",C/C(=C/CCl)/Cl,CC(=CCCl)Cl,WLIADPFXSACYLS-RQOWECAXSA-N,"(Z)-1,3-dichlorobut-2-ene",-75 °C
643911,57,"InChI=1S/C4H6Cl2/c1-4(6)2-3-5/h2H,3H2,1H3/b4-2+",C/C(=C\CCl)/Cl,CC(=CCCl)Cl,WLIADPFXSACYLS-DUXPYHPUSA-N,"(E)-1,3-dichlorobut-2-ene",-75 °C
15112,56,InChI=1S/C3H6N2/c1-5(2)3-4/h1-2H3,CN(C)C#N,CN(C)C#N,OAGOUCJGXNLJNL-UHFFFAOYSA-N,dimethylcyanamide,"-42 °F (NTP, 1992)"
2707,56,"InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H",C(C(Cl)(Cl)Cl)(O)O,C(C(Cl)(Cl)Cl)(O)O,RNFNDJAIBTYOQL-UHFFFAOYSA-N,"2,2,2-trichloroethane-1,1-diol","135 °F (NTP, 1992)"
7237,56,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CC1=CC=CC=C1C,CC1=CC=CC=C1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,"1,2-xylene","-13 to -9 °F (NTP, 1992)"
8182,56,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",CCCCCCCCCCCC,CCCCCCCCCCCC,SNRUBQQJIBEYMU-UHFFFAOYSA-N,dodecane,"14.7 °F (NTP, 1992)"
9385,56,"InChI=1S/C2HCl2F3/c3-1(4)2(5,6)7/h1H",C(C(F)(F)F)(Cl)Cl,C(C(F)(F)F)(Cl)Cl,OHMHBGPWCHTMQE-UHFFFAOYSA-N,"2,2-dichloro-1,1,1-trifluoroethane",-107 °C
7311724,56,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",C[C@@H](C(=O)[O-])[NH3+],CC(C(=O)[O-])[NH3+],QNAYBMKLOCPYGJ-REOHCLBHSA-N,(2S)-2-azaniumylpropanoate,300 °C
7311725,56,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",C[C@H](C(=O)[O-])[NH3+],CC(C(=O)[O-])[NH3+],QNAYBMKLOCPYGJ-UWTATZPHSA-N,(2R)-2-azaniumylpropanoate,292 °C
129730658,56,"InChI=1S/C3H6O2S/c1-2(6)3(4)5/h2,6H,1H3,(H,4,5)",CC(C(=O)[O-])[SH2+],CC(C(=O)[O-])[SH2+],PMNLUUOXGOOLSP-UHFFFAOYSA-N,2-sulfaniumylpropanoate,12 °C
7363,56,"InChI=1S/C5H6OS/c7-4-5-2-1-3-6-5/h1-3,7H,4H2",C1=COC(=C1)CS,C1=COC(=C1)CS,ZFFTZDQKIXPDAF-UHFFFAOYSA-N,furan-2-ylmethanethiol,113.00 to 115.00 °C. @ 760.00 mm Hg
85053,56,"InChI=1S/C5H7NS/c1-2-5-6-3-4-7-5/h3-4H,2H2,1H3",CCC1=NC=CS1,CCC1=NC=CS1,CGZDWVZMOMDGBN-UHFFFAOYSA-N,"2-ethyl-1,3-thiazole",125.5 - 126 °C
760,56,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",C(=O)C(=O)O,C(=O)C(=O)O,HHLFWLYXYJOTON-UHFFFAOYSA-N,oxaldehydic acid,98°C
880,56,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",CC(=O)C=O,CC(=O)C=O,AIJULSRZWUXGPQ-UHFFFAOYSA-N,2-oxopropanal,< 25 °C
6581,56,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",C=CC(=O)O,C=CC(=O)O,NIXOWILDQLNWCW-UHFFFAOYSA-N,prop-2-enoic acid,"55 °F (NTP, 1992)"
5561,56,InChI=1S/C6H12Cl3N/c7-1-4-10(5-2-8)6-3-9/h1-6H2,C(CCl)N(CCCl)CCCl,C(CCl)N(CCCl)CCCl,FDAYLTPAFBGXAB-UHFFFAOYSA-N,"2-chloro-N,N-bis(2-chloroethyl)ethanamine","25 °F (EPA, 1998)"
7618,56,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",C(CO)N(CCO)CCO,C(CO)N(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,2-[bis(2-hydroxyethyl)amino]ethanol,"70.9 °F (NTP, 1992)"
31215,56,"InChI=1S/C6H15O3P/c1-4-7-10(8-5-2)9-6-3/h4-6H2,1-3H3",CCOP(OCC)OCC,CCOP(OCC)OCC,BDZBKCUKTQZUTL-UHFFFAOYSA-N,triethyl phosphite,-112 °C
6327710,56,"InChI=1S/C6H15O3Si/c1-4-7-10(8-5-2)9-6-3/h4-6H2,1-3H3",CCO[Si](OCC)OCC,CCO[Si](OCC)OCC,PKDCQJMRWCHQOH-UHFFFAOYSA-N,,-170 °C
8301,56,InChI=1S/C2F4/c3-1(4)2(5)6,C(=C(F)F)(F)F,C(=C(F)F)(F)F,BFKJFAAPBSQJPD-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethene","-224.5 °F (NTP, 1992)"
31373,56,InChI=1S/C2Cl4/c3-1(4)2(5)6,C(=C(Cl)Cl)(Cl)Cl,C(=C(Cl)Cl)(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,"1,1,2,2-tetrachloroethene","-2 °F (NTP, 1992)"
12682,56,"InChI=1S/C4H12O4Si/c1-5-9(6-2,7-3)8-4/h1-4H3",CO[Si](OC)(OC)OC,CO[Si](OC)(OC)OC,LFQCEHFDDXELDD-UHFFFAOYSA-N,tetramethyl silicate,"28 °F (NIOSH, 2023)"
31298,56,"InChI=1S/C4H12O4P.ClH/c5-1-9(2-6,3-7)4-8;/h5-8H,1-4H2;1H/q+1;/p-1",C(O)[P+](CO)(CO)CO.[Cl-],C(O)[P+](CO)(CO)CO.[Cl-],AKXUUJCMWZFYMV-UHFFFAOYSA-M,tetrakis(hydroxymethyl)phosphanium;chloride,154 °C
244,55,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",C1=CC=C(C=C1)CO,C1=CC=C(C=C1)CO,WVDDGKGOMKODPV-UHFFFAOYSA-N,phenylmethanol,"4.5 °F (NTP, 1992)"
7498,55,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",C1=CC=C(C=C1)CBr,C1=CC=C(C=C1)CBr,AGEZXYOZHKGVCM-UHFFFAOYSA-N,bromomethylbenzene,"27 to 30 °F (NTP, 1992)"
7503,55,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",C1=CC=C(C=C1)CCl,C1=CC=C(C=C1)CCl,KCXMKQUNVWSEMD-UHFFFAOYSA-N,chloromethylbenzene,"-54 to -45 °F (EPA, 1998)"
7504,55,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",C1=CC=C(C=C1)CN,C1=CC=C(C=C1)CN,WGQKYBSKWIADBV-UHFFFAOYSA-N,phenylmethanamine,"-51 °F (USCG, 1999)"
7509,55,"InChI=1S/C7H8S/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",C1=CC=C(C=C1)CS,C1=CC=C(C=C1)CS,UENWRTRMUIOCKN-UHFFFAOYSA-N,phenylmethanethiol,-30 °C
7515,55,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",CNC1=CC=CC=C1,CNC1=CC=CC=C1,AFBPFSWMIHJQDM-UHFFFAOYSA-N,N-methylaniline,"-71 °F (NTP, 1992)"
7519,55,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",COC1=CC=CC=C1,COC1=CC=CC=C1,RDOXTESZEPMUJZ-UHFFFAOYSA-N,anisole,-37.3 °C
7520,55,"InChI=1S/C7H8S/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",CSC1=CC=CC=C1,CSC1=CC=CC=C1,HNKJADCVZUBCPG-UHFFFAOYSA-N,methylsulfanylbenzene,-15 °C
6559,55,"InChI=1S/C4H7N/c1-4(2)3-5/h4H,1-2H3",CC(C)C#N,CC(C)C#N,LRDFRRGEGBBSRN-UHFFFAOYSA-N,2-methylpropanenitrile,"-96.7 °F (EPA, 1998)"
8170,55,"InChI=1S/C8H18O2/c1-2-3-4-5-7-10-8-6-9/h9H,2-8H2,1H3",CCCCCCOCCO,CCCCCCOCCO,UPGSWASWQBLSKZ-UHFFFAOYSA-N,2-hexoxyethanol,-45.1 °C
